word,translation,tag
surprise,"n. 惊奇, 奇袭, 诧异\nvt. 使惊奇, 撞见, 奇袭",zk gk ielts
survey,"n. 纵览, 视察, 测量, 俯瞰, 调查\nvt. 审视, 视察, 俯瞰, 通盘考虑\nvi. 测量土地",cet4 cet6 ky toefl ielts
suspicious,"a. 可疑的, 多疑的, 怀疑的\n[法] 怀疑的, 令人怀疑的, 可疑的",cet4 cet6 ky toefl ielts gre
sweater,"n. 毛衣, 毛线衫, 运动衫, 出汗者\n[化] 发汗器",zk gk cet4 cet6 ky ielts
system,"n. 系统, 体系, 制度, 方式, 秩序, 分类原则\n[计] 系统; 体制; 体系",gk cet4 cet6 ky toefl ielts
table,"n. 桌子, 餐桌, 工作台, 铭文, 表格, 表, 高原, 平地层\nvt. 搁置, 嵌合, 制表, 把...列入议事日程\n[计] 表格, 模拟运算表",zk gk ielts gre
tablecloth,n. 台布,
tablet,"n. 平板, 门牌, 笔记簿, 碑, 匾, 药片\n[化] 片剂",cet4 cet6 ky ielts
tactic,"n. 一项战术, 一条策略\na. 战术的, 顺序的, 排列的",ky ielts gre
tag,"n. 标签, 附属物, 碎片, 结束语, 口头禅, 附加语, 浑名, 标记, 标记符\nvt. 附以签条, 尾随, 添饰, 起浑名, 连接\nvi. 紧紧跟随\n[计] 标记",cet4 cet6 ky toefl ielts gre
tailor,"n. 裁缝, 成衣匠\nvt. 缝制, 制作, 使适应\nvi. 做裁缝",gk cet4 cet6 ky toefl
takeover,"n. 接管, 接收\n[经] 接收",
taker,"n. 取者, 捕者, 接受者, 收取者\n[法] 受者, 收票人, 接受打赌的人",
target,"n. 目标, 靶子, 指标\nvt. 对准, 订指标",gk cet4 cet6 ky toefl ielts
task,"n. 工作, 任务, 作业, 困难的工作\nvt. 派给...工作, 使辛劳\n[计] 任务",zk gk cet4 cet6 ky
tasty,"a. 好吃的, 可口的",gk toefl gre
tax,"n. 税, 税款, 重负, 会费\nvt. 课以税, 使负重荷, 斥责",gk cet4 cet6 ky toefl
teach,"vt. 教, 讲授, 教导, 教育\nvi. 教书, 教学, 可以教",zk gk
teacher,"n. 教师, 老师, 导师",zk gk ielts
tech,n. 技术学院或学校,
technician,n. 技师\n[化] 技师,cet4 cet6 ky ielts
technology,"n. 技术, 工业技术, 术语\n[医] 技术学, 工艺学",zk gk cet4 cet6 ky ielts
teen,"n. 愤怒, 悲哀",
telecommunication,"n. 电讯, 远距离通讯, 无线电通讯\n[计] 远程通信, 电信",
television,n. 电视\n[电] 电视,zk gk ielts
teller,"n. 叙述者, 讲故事者, 出纳员\n[经] 出纳员",
temporarily,"adv. 暂时, 一时, 临时",toefl
tempt,"vt. 诱惑, 引诱, 引起...的兴趣, 吸引, 冒...风险",cet4 cet6 ky toefl
tenant,"n. 承租人, 房客, 居住者\nvt. 租借\n[计] 占据者",cet4 cet6 ky toefl gre
tend,"vi. 走向, 有某种的倾向, 易于, 照顾, 注意\nvt. 照料, 护理",gk cet4 cet6 ky gre
term,"n. 术语, 专有名词, 期限, 学期, 任期, 条件, 价钱, 关系, 地位, 项, 界石\nvt. 称, 呼\n[计] 检索词; 项",zk gk cet4 cet6 ky toefl ielts
terminal,"n. 终端机, 终点, 末端, 极限, 终点站\na. 终点的, 定期的, 致死的, 结尾的, 末端的, 晚期的\n[计] 终端; 终端设备",gk cet4 cet6 ky toefl ielts gre
terminate,"a. 有结尾的, (可)结束的\nvi. 结束, 终止, 满期\nvt. 使停止, 使结束, 使终止\n[计] 终止",cet6 ky toefl ielts gre
termination,"n. 终止, 结束, 结果, 词尾\n[化] 终止",toefl gre
terrific,"a. 非常好的, 极端的, 可怕的",cet4 cet6 ky toefl ielts
test,"n. 测试, 试验, 化验, 检验, 考验, 甲壳\nvt. 测试, 试验, 化验\nvi. 接受测验, 进行测试",zk gk cet4 cet6 ky ielts
textbook,n. 教科书,gk cet4 cet6 ky ielts
thank,"n. 谢意, 感谢\nvt. 谢谢, 感谢",zk gk
theft,"n. 盗窃, 失窃, 盗窃罪, 赃物\n[法] 盗窃行为, 偷窃, 失窃",gk cet6 ky toefl ielts
themselves,"pron. 他们自己, 她们自己, 它们自己",zk gk
theory,"n. 理论, 学说, 原理, 意见, 推测\n[化] 理论",gk cet4 cet6 ky ielts
therefore,"adv. 因此, 所以",gk cet4 cet6 ky toefl
thirsty,"a. 口渴的, 渴望的, 干燥的",zk gk
thorough,"a. 十分的, 彻底的",gk cet4 cet6 ky toefl ielts
thoroughly,"adv. 彻底地, 绝对地, 透彻地, 详尽地, 周到地, 完全地, 完善地, 全面地",cet6 toefl
though,"adv. 然而, 可是\nconj. 虽然, 纵然",zk gk
thrill,"n. 震颤, 激动, 刺激性, 一阵激动\nvi. 震颤, 颤抖, 激动\nvt. 使激动, 使颤动",gk cet4 cet6 ky ielts
throughout,"adv. 到处, 贯穿全部地, 自始至终\nprep. 遍及, 在各处\n[计] 吞吐量",gk cet4 cet6 ky ielts
throw,"vt. 投, 掷, 抛, 发射, 摔下, 匆匆穿上(或脱下), 抛弃, 摆脱\nvi. 丢, 掷, 抛\nn. 投掷, 掷骰子, 冒险",zk gk toefl
thunderstorm,n. 雷暴雨,gk toefl
thus,"adv. 如此, 因此, 到如此程度\n[医] 乳香",gk cet4 cet6 ky
tidy,"n. 椅子的背罩, 装杂物的容器\na. 整齐的, 有条理的\nvt. 弄整齐, 收拾, 整理\nvi. 整理, 收拾",zk gk cet4 cet6 ky ielts gre
tile,"n. 砖瓦, 瓷砖, 瓦片\nvt. 铺以瓦, 铺以瓷砖\n[计] 平铺",cet6 ky toefl ielts
timeline,"n. 时间轴, 时间表",
timely,"a. 及时的, 适时的\nadv. 及时地",cet6 ky ielts gre
timer,"n. 计时员, 计时器\n[计] 计时器",
timetable,n. 时间表,gk cet4 cet6 ielts
toiletry,"n. 化妆用品, 梳妆用具, 化妆用具\n[化] 化妆用品",
toll,"n. 通行费, 代价, 钟声\nvt. 征收, 敲钟, 鸣钟, 勾引, 引诱\nvi. 征税, 鸣钟",ky toefl ielts gre
tomato,"n. 番茄, 西红柿",zk gk cet4 cet6 ky toefl
tomorrow,"n. 明天, 未来\nadv. 明天, 未来地",zk gk
ton,n. 吨\n[经] 吨,zk gk cet4 cet6 ky
toner,n. 调色剂\n[计] 增色剂; 色粉,
top,"n. 顶部, 顶端, 极点, 上面, 上部, 顶篷, 最高地位, 首位, 陀螺\na. 最高的, 顶上的, 头等的\nvt. 盖, 加以顶, 高达, 超越\nvi. 结束, 达到顶点, 高出\n[计] TOP协议",zk gk cet4 cet6 ky ielts
total,"a. 全体的, 总的, 全然的\nvt. 计算...的总和, 共计为\nvi. 合计\nn. 总数, 全体, 合计\nadv. 统统",zk gk cet4 cet6 ky ielts
touch,"n. 触觉, 碰, 触, 机灵, 轻触, 格调, 少许, 缺点, 弹力\nvt. 接触, 触摸, 触及, 使接触, 达到, 涉及, 影响到, 使轻度受害, 感动\nvi. 触摸, 接近, 涉及, 提到",zk gk cet4 cet6 ky toefl
tow,"n. 拖, 拖绳, 拖轮\nvt. 拖, 拉, 牵引",cet6 ky toefl ielts
toward,"prep. 向, 对于, 为了\na. 即将来临的, 进行中的",zk gk cet4 ky
towel,"n. 手巾, 毛巾\nv. 擦干身子",zk gk cet4 cet6 ky toefl ielts
town,"n. 城镇, 市, 镇\n[法] 城镇, 城市, 闹市",zk gk ielts
track,"n. 轨迹, 足迹, 径迹, 小道, 轨道, 磁轨, 途径\nvt. 循路而行, 追踪, 通过, 用纤拉\nvi. 追踪, 留下足迹, 沿轨道运行\n[计] 跟踪",gk cet4 cet6 ky toefl ielts gre
trade,"n. 贸易, 商业, 交易, 生意, 职业, 顾客, 信风\nvi. 进行交易, 做买卖, 经商, 对换, 购物\nvt. 用...进行交换",zk gk cet4 cet6 ky ielts
trademark,n. 商标\n[法] 商标,cet6 ky
traditional,"a. 传统的, 惯例的\n[经] 传统的, 惯例的",zk gk cet4 cet6 ielts
traditionally,adv. 传统上；传说上；习惯上,toefl
train,"n. 火车, 列车, 行列, 长队, 一连串的后果, 顺序\nvt. 训练, 教育, 对准\nvi. 受训练, 锻炼",zk gk ielts
trainee,"n. 实习生, 新兵, 受培训者\n[经] 学徒工, 培训人员",
trainer,"n. 训练员, 驯马师\n[电] 列车器",gk
transaction,"n. 交易, 办理, 学报, 和解协议\n[计] 事务处理",cet6 ky toefl ielts gre
transit,"n. 经过, 通行, 运输, 运输线, 转变\nvt. 运送, 使通过, 经过\nvi. 通过",cet6 toefl ielts
translation,"n. 翻译, 译文, 转化, 调任, 平移, 转译\n[计] 转换",gk cet4 cet6 ky toefl
translator,n. 翻译者\n[计] 翻译程序; 翻译器,gk
transmission,"n. 传输, 传送, 变速器\n[计] 传输",cet4 cet6 ky toefl ielts
transmit,"vt. 传输, 传染, 传达, 遗传, 发射, 传播\nvi. 发射信号, 留传下来\n[计] 传送",cet4 cet6 ky toefl gre
trash,"n. 垃圾, 废物\nvt. 丢弃",ky toefl
travel,"n. 旅行, 游历, 行进\nvi. 旅行, 行进, 移动, 被传播\nvt. 旅行, 通过, 使移动",zk gk ielts
traveler,"n. 旅行者, 游客, 旅客, 旅行推销员, 活动起重架, 行车, 临时记帐单",gk
tray,"n. 托盘, 公文盘, 满盘, 发射箱\n[化] 淋盘",cet4 cet6 ky toefl
treat,"n. 宴请, 款待\nvt. 视为, 对待, 论述, 治疗, 款待\nvi. 讨论, 谈判, 作东",gk cet4 cet6 ky toefl
treatment,"n. 治疗, 待遇, 处理\n[医] 疗法, 治疗; 处理",zk gk cet4 cet6 toefl ielts
tree,"n. 树, 木料, 树状物\nvt. 把...赶上树\n[计] 树; DOS外部命令:显示指定磁盘驱动器的目录结构",zk gk ielts
tremendous,"a. 巨大的, 非常的, 可怕的",cet4 cet6 ky toefl ielts gre
trip,"n. 旅行, 绊倒, 摔倒, 失足, 差错, 旅程\nvt. 使跌倒, 使犯错, 使失败\nvi. 轻快地走, 绊倒, 失误, 犯错, 结巴, 旅行, 远足",zk gk toefl ielts
tropical,"a. 热带的, 热情的\n[医] 热带的",cet4 cet6 ky toefl
trouble,"n. 烦恼, 麻烦, 困难, 动乱, 故障\nvt. 困扰, 麻烦, 使烦恼, 折磨\nvi. 烦恼, 费心",zk gk toefl ielts
true,"a. 真实的, 正确的, 忠诚的, 可靠的, 纯粹的, 正式的\nn. 真实, 准确\nadv. 真实地, 准确地",zk gk
tuition,"n. 学费, 讲授",cet4 cet6 ky toefl ielts
tuna,"n. 金枪鱼, 金枪鱼肉",cet6
tunnel,"n. 隧道, 地下道\nvi. 挖隧道\nvt. 掘隧道于",cet4 cet6 ky toefl ielts
turnover,"n. 翻倒, 翻转, 半圆酥饼, 营业额, 流通, 周转\na. 可翻转的",cet6 ky ielts
type,"n. 类型, 样式, 典型, 榜样, 标志, 符号, 型, 式\nvi. 打字\nvt. 作为代表, 测定类型, 用打字机打\n[计] 类型; 键入; DOS内部命令:在屏幕上显示指定文件的内容",gk cet4 cet6 ky ielts
umbrella,"n. 伞, 雨伞, 保护伞\na. 伞的, 包罗万象的\nvt. 用伞遮掩",zk gk
unattended,"a. 无人出席的, 无随员的, 无侍从的, 无伴的, 未被注意的",
unauthorized,"a. 未经许可的\n[法] 无权的, 未经授权的, 未经许可的",
unavailable,"a. 得不到的, 不能利用的, 无用的\n[化] 不可得的; 无效的; 不能利用的",
unclear,"a. 不易了解的, 不清楚的, 含混的",
uncomfortable,"a. 不舒服的, 不自在的, 不安的",gk cet4 cet6 ielts
underground,"n. 地下, 地铁, 地道, 秘密活动\na. 地下的, 秘密的\nadv. 在地下, 秘密地",zk gk toefl ielts
underline,"vt. 在...下面划线, 作...的衬里, 强调\nn. 下划线, 图下说明文字\n[计] 加下划线; 下划线",gk cet4 cet6 ky ielts
underway,a. 航行中的；进行中的；起步的,
unemployed,"a. 失业的, 未被利用的\n[经] 没有被雇用的, 失业的, 没有被利用的",toefl
unexpected,"a. 料想不到的, 突然的, 意外的\n[法] 不能预料的, 意外的",cet4 cet6 ky
unfamiliar,a. 不熟悉的,
unhappy,"a. 不快乐的, 不幸的, 不适当的",gk cet4 cet6
unit,"n. 单位, 分队, 部队, 单元, 部件, 装置\na. 单位的, 单元的\n[计] 单元常数; 部件",zk gk cet4 cet6 ky
university,n. 大学,zk gk cet4 cet6 ky
unless,conj. 除非\nprep. 除...之外,zk gk cet4 cet6 ky toefl
unlimited,"a. 无限的, 不受限制的, 无条件的\n[经] 无限的, 不定的",cet6
unload,"vi. 卸货\nvt. 从...卸下, 摆脱...之负担, 倾销, 卸(货)\n[计] 卸载",cet4 cet6 ky toefl
unnecessary,a. 不必要的,cet4 cet6
unpaid,"a. 未付款的, 不支薪水的\n[经] 未付的, 未缴纳的",cet6
unpleasant,"a. 使人不愉快的, 使人厌恶的, 煞风景的",gk cet4 cet6
unplug,"vt. 拔开...的塞子, 拔去...的插头, 除掉...的障碍物",
unreal,"a. 假的, 虚构的, 不真实的, 幻想的",
unreliable,"a. 不可靠的\n[法] 不可靠的, 靠不住的",cet6 ielts
unspecified,"a. 未特别指出的, 未特别提到的",
unsure,"a. 不肯定的, 不确定的, 没有自信的",
unused,"a. 不用的, 不在使用的, 从未用过的",
unusually,"adv. 不寻常地, 异乎寻常地, (非正式)非常",cet4 cet6
upcoming,"a. 即将来临的, 即将出现的",
upgrade,"n. 上坡, 升级, 上升\nadv. 往上\nvt. 使升级, 提升, 改良品种\nvi. 升级\n[计] 升级",cet6 ky toefl gre
upon,"prep. 在...之上, 迫近, 紧接着",zk gk cet4 cet6 ky
upstairs,"a. 楼上的\nadv. 在楼上, 向楼上, 处于更高地位\nn. 楼层",zk gk cet4 cet6 ky
urgent,"a. 紧急的, 急迫的, 催逼的\n[经] 紧急的, 急迫的",gk cet4 cet6 ky toefl gre
urgently,adv. 急切地；迫切地；紧急地,
usage,"n. 用法, 使用, 习惯, 惯用法, 习惯法\n[经] 使用情况, 使用用途, 惯例",cet4 cet6 ky ielts
useful,"a. 有用的, 有益的\n[机] 有用的, 有效的",zk gk cet4 cet6 ky ielts
usually,"adv. 通常, 大抵",gk
utility,"n. 功用, 有用之物, 实用, 公用事业, 实用程序\na. 实用的, 有多种用途的\n[计] 实用程序, 工具",cet4 cet6 toefl ielts
vacancy,"n. 空, 空白, 空缺, 空虚, 空闲\n[化] 空位",toefl ielts
vacant,"a. 空的, 空白的, 空虚的, 空闲的, 茫然的, 空缺的\n[法] 空的, 空虚的, 闲暇的",gk cet4 cet6 ky toefl
vacate,"vt.vi. 使空出, 搬出, 腾出, 不再使用/居住, 解除(职位), 撤离(阵地), 辞职, 退位\nvt. 取消, 使作废",toefl
vacation,"n. 假期, 休假\n[法] 假期, 停审期, 休庭期",zk gk cet4 cet6 ky toefl ielts
vacuum,"n. 真空, 空间, 真空吸尘器\na. 真空的, 产生真空的, 利用真空的\nvt. 用吸尘器打扫",cet4 cet6 ky toefl ielts
valid,"a. 有确实根据的, 有法律效力的, 正当的, 正确的\n[经] 有效的",gk cet4 cet6 ky toefl
validate,"vt. 使有效, 使生效, 确认, 证实, 验证\n[计] 验证",toefl gre
value,"n. 价值, 价格, 购买力, 评价, 估价, 计算结果\nvt. 评价, 估价, 重视\n[计] 计算结果",zk gk cet4 cet6 ky ielts
vanilla,"n. 香草, 香子兰",gk gre
variety,"n. 多样, 种类, 变种, 杂耍\n[化] 变种",gk cet4 cet6 ky toefl ielts
various,"a. 不同的, 各种的, 多方面的, 许多的, 个别的, 杂色的\n[法] 不同的, 种种的, 各式各样的",gk cet4 cet6 ky toefl ielts
vase,"n. 花瓶, 瓶",gk cet4 cet6 ky
vegetarian,"n. 素食者, 食草动物\na. 素食的",ky toefl ielts
vendor,"n. 小贩, 卖主, 自动售货机\n[计] 计算机销售商",gre
venue,"n. 犯罪地点, 审判地, 发生地点",toefl
verbal,"a. 用言辞的, 言语的, 口头的, 逐字的, 动词的\n[医] 言语的, 口述的",cet6 ky toefl ielts gre
verify,"vt. 证明, 查证, 证实, 检验, 校验\n[计] 校验, 检验; DOS内部命令:设定写入磁盘时是否验证写入的正确性",cet4 cet6 ky toefl gre
version,"n. 一种描述, 版本, 译文\n[计] 版本",gk cet4 cet6 ky toefl ielts
videoconference,n. 视频会议,
view,"n. 视野, 风景, 见解, 视力, 观看, 视图, 指望, 意图, 印象\nvt. 看, 考虑, 视察, 查看, 估量\n[计] 视图",gk cet4 cet6 ky ielts
village,"n. 村庄\na. 乡村的, 村庄的",zk gk ielts
violate,"vt. 违犯, 亵渎, 违反, 侵犯, 妨碍\n[经] 违犯, 违反",gk cet6 ky toefl ielts gre
violation,"n. 违反, 违背, 妨碍\n[法] 违犯, 违背, 违反",cet6 toefl
violin,n. 小提琴,zk gk cet4 cet6 ky
visa,n. 签证\nvt. 签发,gk cet6 ky ielts
visit,"n. 拜访, 访问, 游览, 视察\nvt. 拜访, 访问, 参观, 视察, 降临\nvi. 访问, 参观, 闲谈",zk gk
vitamin,n. 维生素\n[化] 维生素,cet4 cet6 ky
voice,"n. 声音, 嗓音, 嗓子, 愿望, 发言权, 表达, 喉舌, 语态\nvt. 表达, 吐露, 调音",zk gk cet4 cet6 ky
volleyball,n. 排球,zk gk cet4 cet6 ky
vote,"n. 投票, 选举, 选票, 表决, 选举权, 得票数\nvi. 投票, 选举\nvt. 投票选举, 投票决定, 公认, 使投票",gk cet4 cet6 ky toefl
voucher,"n. 证人, 保证人, 证明者, 凭证, 凭单\nvt. 证实...的可靠性",ielts
wait,"n. 等待, 等候\nvt. 等候, 期待, 延缓, 伺候, 推迟\nvi. 等, 等候, 耽搁, 伺候用餐\n[计] 等待",zk gk
waiter,n. 侍者,gk cet4 cet6 ky ielts
waitress,"n. 女侍者, 女服务员",gk cet6 ky ielts
waive,"vt. 不坚持要求, 放弃, 推迟考虑, 丢弃\n[经] 放弃权利, 免除, 弃权人",toefl gre
walkway,"n. 走道, 人行道",
wall,"n. 墙, 墙壁, 垣, 内壁, 分界物, 屏障\na. 墙的\nvt. 给...建墙, 禁闭, 用墙围住\n[计] 背景墙",zk gk ielts
wallet,"n. 皮夹\n[法] 皮包, 皮夹, 钱袋",gk cet4 cet6 ky
war,"n. 战争, 战争状态, 战术, 军事, 冲突, 斗争, 竞争\nvi. 进行战争, 作战, 打仗, 战斗\na. 战争的, 战时用的",zk gk cet4 cet6 ky
ward,"n. 病房, 守卫, 保卫, 保护, 监护, 牢房, 行政区, 锁孔内的榫舌\nvt. 使入病房, 守护, 保卫",gk cet6 ky toefl ielts
warehouse,"n. 仓库, 货栈, 大商店\nvt. 储入仓库",gk cet6 ky toefl ielts gre
warranty,"n. 正当理由, 授权, 担保, 保证, 根据\n[经] 保单, 担保书, 保证书",toefl ielts gre
water,"n. 水, 雨水, 海水, 水位, 水面, 流水\nvt. 给...浇水, 供以水, 注入水, 使湿\nvi. 流泪, 流口水, 加水\na. 水的, 水上的, 水生的, 含水的",zk gk ielts
wear,"n. 穿着, 戴, 使用, 耗损, 服装, 耐久性\nvt. 穿着, 戴, 留(须、发等), 呈现, 磨损, 磨成, 耗损, 使疲乏, 消磨\nvi. 磨损, 变旧, 耐久, 渐变, 渐渐消失",zk gk toefl ielts
webpage,n. 网页,
website,n. 网站（全球资讯网的主机站）,zk gk ielts
week,"n. 星期, 周",zk gk
weekday,"n. 周日, 平日\n[计] 工作日",zk gk cet4 cet6 ky
weekend,"n. 周末, 周末休假",zk gk ielts
weight,"n. 重, 重量, 体重, 砝码, 重大, 影响, 力量\nvt. 加重量于, 压迫, 使加权, 称重量\n[计] 粗细",zk gk ielts
welcome,"n. 欢迎, 欢迎词\na. 受欢迎的, 可随意的, 可喜的\nvt. 欢迎, 接待\ninterj. 欢迎",zk gk
wellness,n. 健康,
whale,"n. 鲸\nvi. 捕鲸\nvt. 使惨败, 猛揍",zk gk cet4 cet6 ky toefl
whatever,pron. 无论什么,zk gk cet4 cet6 ky ielts
wheelchair,n. 轮椅,
whoever,"pron. 任何人, 无论谁",cet4 cet6 ky
whole,"n. 全部, 全体, 整体, 完全之体系\na. 所有的, 完整的, 完全的, 纯粹的",zk gk cet4 cet6 ky
wide,"a. 宽的, 广阔的, 普遍的, 宽阔的, 广泛的, 一般的\nadv. 广阔地, 遍及各处地, 广泛地\nn. 大千世界",zk gk ielts
wife,"n. 妻子, 太太, 夫人\n[法] 妻子, 已婚妇女",zk gk
wildlife,n. 野生动植物,gk toefl ielts
willingness,"n. 乐意, 心甘情愿, 愿意",gk
wind,"n. 风, 气息, 气味, 呼吸, 风声, 趋势, 空谈, 卷绕, 弯曲\nvt. 使通风, 嗅出, 使喘气, 吹号角, 上发条, 缠绕, 包, 绞起, 吊起, 使弯曲, 使迂回\nvi. 嗅出猎物, 吹响号角, 卷曲, 蜿蜒, 迂回, 缠绕",zk gk ielts
window,"n. 窗户, 窗子, 窗口\nvt. 给...开窗\n[计] 窗口",zk gk ielts
windy,"a. 多风的, 风强的, 腹胀的, 吹牛的",zk gk cet6 gre
wireless,"n. 无线电\na. 无线的, 无线电的",cet4 cet6
wisely,"adv. 聪明地, 精明地",
wish,"n. 希望, 愿望, 祝愿, 命令, 请求\nvt. 愿, 想要, 希望, 祝愿\nvi. 希望",zk gk
withdrawal,"n. 提款, 撤退, 退回, 撤消, 退隐, 戒毒过程\n[医] 戒除, 脱瘾",toefl
wonder,"n. 奇迹, 惊奇, 惊愕\nvt. 惊奇, 想知道\nvi. 惊讶, 怀疑",zk gk cet4 cet6 ky toefl
wool,"n. 羊毛, 毛织物, 毛线, 绒线\n[医] 羊毛, 绒毛, 棉[花]",cet4 cet6 ky toefl
word,"n. 话, 消息, 词, 诺言, 命令\nvt. 用言辞表达\n[计] 字",zk gk
workbook,"n. 辅助练习册, 工作规程书, 工作记事簿, 笔记本, 工作手册\n[计] 工作簿",
worker,"n. 工人, 劳动者\n[经] 工人, 劳工, 劳动者",zk gk ielts
workforce,"n. 劳动力；工人总数, 职工总数",gk
workplace,"n. 工作场所, 工厂, 车间",gk
workshop,"n. 工场, 车间, 研讨会\n[计] 讨论会; 专题研究组",cet4 cet6 ky ielts
worldwide,a. 全世界的,gk cet4 ky toefl
worry,"n. 担心, 烦恼, 忧虑, 苦恼, 撕咬\nvt. 使烦恼, 使焦虑, 使苦恼, 困扰, 折磨, 撕咬\nvi. 烦恼, 担心, 撕咬",zk gk
worth,"n. 价值, 财产\na. 值...的, 值得的",zk gk
worthwhile,"a. 值得花时间的, 值得做的, 有真实价值的",gk cet4 cet6 ky ielts
wrinkle,"n. 皱纹, 妙计, 方法, 技巧\nvi. 起皱\nvt. 使起皱纹",gk cet6 ky toefl ielts gre
wristwatch,n. 手表,toefl
wrong,"a. 错误的, 不正当的, 失常的\nadv. 错误地",zk gk
yeah,"adv. (非正式)是, 是的",
yearly,"a. 每年的, 一年一度的\nadv. 一年一次, 每年",cet4 cet6 ky
yen,"n. 日元(日本货币单位), 渴望, 嗜好\nvi. 渴望",toefl ielts
yes,"adv. 是\nn. 是, 同意\nv. 同意",zk gk
yesterday,n. 昨天\nadv. 昨天,zk gk
yoga,n. 瑜珈,ielts
